,label,feature,normalised_value,raw_value,dp,unit,color,plotting_id
195,PkC_ss,med_isi,-0.5937193010580403,0.011866666666666666,18-08-30_YC001_probe1,492,blue,3
196,PkC_ss,med_isi,-0.5849272501152546,0.014533333333333334,18-08-30_YC001_probe1,494,blue,4
197,PkC_ss,med_isi,-0.56338672530543,0.021066666666666668,18-08-30_YC001_probe1,512,blue,5
198,PkC_ss,med_isi,-0.599324233534066,0.010166666666666666,18-08-30_YC001_probe1,668,blue,6
199,GoC,med_isi,-0.10609017564379584,0.15976666666666667,20-03-06_DK186_probe1,617,green,7
200,GoC,med_isi,-0.13532374502855782,0.1509,20-03-06_DK186_probe1,622,green,8
201,PkC_ss,med_isi,-0.6007529418122687,0.009733333333333333,20-03-06_DK186_probe1,1195,blue,9
202,PkC_ss,med_isi,-0.5971262207983696,0.010833333333333334,20-03-06_DK186_probe1,370,blue,10
203,PkC_ss,med_isi,-0.5797619201863681,0.0161,20-03-06_DK186_probe1,1124,blue,11
204,PkC_ss,med_isi,-0.5991044322604964,0.010233333333333334,20-03-06_DK186_probe1,1126,blue,12
205,PkC_ss,med_isi,-0.5905321825912805,0.012833333333333334,20-03-06_DK186_probe1,783,blue,13
206,PkC_ss,med_isi,-0.5999836373547749,0.009966666666666667,20-03-06_DK186_probe1,826,blue,14
207,PkC_ss,med_isi,-0.5986648297133571,0.010366666666666666,20-03-06_DK186_probe1,1197,blue,15
208,PkC_ss,med_isi,-0.5930598972373313,0.012066666666666667,20-03-06_DK186_probe1,517,blue,16
209,PkC_ss,med_isi,-0.578003509997811,0.016633333333333333,20-03-06_DK186_probe1,1142,blue,17
210,PkC_ss,med_isi,-0.6026212526376107,0.009166666666666667,20-03-06_DK186_probe1,1199,blue,18
211,PkC_cs,med_isi,1.4063074374704982,0.6184833333333333,20-03-06_DK186_probe1,364,orange,19
212,PkC_cs,med_isi,-0.6221835659853084,0.0032333333333333333,20-03-06_DK186_probe1,424,orange,20
213,PkC_cs,med_isi,2.6219733312657802,0.9872000000000001,20-03-06_DK186_probe1,369,orange,21
214,PkC_cs,med_isi,1.0657803143927351,0.5152,20-03-06_DK186_probe1,402,orange,22
215,PkC_cs,med_isi,2.609994161856235,0.9835666666666667,20-03-06_DK186_probe1,723,orange,23
216,PkC_cs,med_isi,-0.5179428119949072,0.03485,20-03-06_DK186_probe1,380,orange,24
217,PkC_cs,med_isi,0.04733111330781229,0.2063,20-03-06_DK186_probe1,1031,orange,25
218,PkC_cs,med_isi,0.04843011967566046,0.20663333333333334,20-03-06_DK186_probe1,1109,orange,26
219,GoC,med_isi,-0.5795421189127985,0.016166666666666666,20-03-06_DK186_probe2,522,green,27
220,GoC,med_isi,-0.546352126603783,0.026233333333333334,20-03-06_DK186_probe2,1011,green,28
221,GoC,med_isi,-0.4857968757353474,0.0446,20-03-06_DK186_probe2,530,green,29
222,GoC,med_isi,-0.4711800910429665,0.04903333333333333,20-03-06_DK186_probe2,603,green,30
223,GoC,med_isi,-0.48151075090073947,0.0459,20-11-05_DK215_probe1,3191,green,31
224,GrC,med_isi,-0.5656946386779113,0.02036666666666667,19-10-22_YC022_probe1,692,brown,32
225,GrC,med_isi,-0.4401881114696473,0.05843333333333333,19-10-22_YC022_probe1,699,brown,33
226,GrC,med_isi,-0.4647509037910545,0.05098333333333333,19-10-22_YC022_probe1,706,brown,34
227,GrC,med_isi,-0.5947084067891036,0.011566666666666666,19-10-22_YC022_probe1,1133,brown,35
228,GrC,med_isi,-0.3454537625611328,0.08716666666666667,19-10-22_YC022_probe1,1233,brown,36
229,GrC,med_isi,-0.5521768603533784,0.024466666666666668,19-10-22_YC022_probe1,2255,brown,37
230,PkC_ss,med_isi,-0.6052588679204463,0.008366666666666666,19-10-22_YC022_probe1,975,blue,38
231,PkC_ss,med_isi,-0.5909717851384197,0.0127,19-10-22_YC022_probe1,997,blue,39
232,PkC_cs,med_isi,1.5866543824343875,0.6731833333333334,19-10-22_YC022_probe1,285,orange,40
233,PkC_cs,med_isi,1.9882862595645105,0.795,19-10-22_YC022_probe1,441,orange,41
234,GrC,med_isi,-0.38891946440952896,0.07398333333333333,18-12-13_YC008_probe1,445,brown,42
235,GrC,med_isi,-0.4622781394633961,0.05173333333333333,18-12-13_YC008_probe1,459,brown,43
236,GrC,med_isi,-0.5137116374786915,0.03613333333333334,18-12-13_YC008_probe1,471,brown,44
237,MFB,med_isi,-0.5454729215095044,0.0265,21-06-13_DK283_probe1,79,purple,45
238,MFB,med_isi,-0.4012832860478212,0.07023333333333333,21-06-13_DK283_probe1,99,purple,46
239,MFB,med_isi,-0.5445387660968335,0.026783333333333333,21-06-13_DK283_probe1,185,purple,47
240,MFB,med_isi,-0.5063482948141087,0.03836666666666667,21-06-13_DK283_probe1,205,purple,48
241,MFB,med_isi,-0.5870153622141663,0.0139,21-06-13_DK283_probe1,209,purple,49
242,PkC_ss,med_isi,-0.5967965188880152,0.010933333333333333,21-06-13_DK283_probe1,132,blue,50
243,PkC_ss,med_isi,-0.59987373671799,0.01,21-06-13_DK283_probe1,177,blue,51
244,PkC_ss,med_isi,-0.6128420118585989,0.006066666666666666,21-06-13_DK283_probe1,581,blue,52
245,PkC_ss,med_isi,-0.6096548933918391,0.007033333333333333,21-06-13_DK283_probe1,1841,blue,53
246,PkC_cs,med_isi,1.318661679634605,0.5919,21-06-13_DK283_probe1,141,orange,54
247,PkC_cs,med_isi,1.3594897662001653,0.6042833333333333,21-06-13_DK283_probe1,142,orange,55
248,PkC_cs,med_isi,1.4899967723821388,0.6438666666666667,21-06-13_DK283_probe1,1250,orange,56
249,MFB,med_isi,-0.12301487370865802,0.15463333333333334,21-06-14_DK284_probe1,328,purple,57
250,MFB,med_isi,-0.4628276426473202,0.05156666666666666,21-06-14_DK284_probe1,407,purple,58
251,MFB,med_isi,-0.3632576657202736,0.08176666666666667,21-06-14_DK284_probe1,939,purple,59
252,MFB,med_isi,-0.264347092613936,0.11176666666666667,19-01-23_YC012,724,purple,60
253,MFB,med_isi,-0.43788019809716605,0.059133333333333336,19-01-23_YC012,796,purple,61
254,MFB,med_isi,-0.48865429229175267,0.04373333333333333,19-01-23_YC012,1856,purple,62
255,MFB,med_isi,-0.40732782107098625,0.0684,19-01-24_YC013_probe1,321,purple,63
256,MFB,med_isi,-0.5303066336331994,0.0311,19-01-24_YC013_probe1,309,purple,64
257,PkC_ss,med_isi,-0.6105340984861176,0.0067666666666666665,19-01-24_YC013_probe1,71,blue,65
258,PkC_ss,med_isi,-0.6082261851136364,0.007466666666666667,19-01-24_YC013_probe1,166,blue,66
259,PkC_ss,med_isi,-0.5894331762234323,0.013166666666666667,19-01-24_YC013_probe1,479,blue,67
260,PkC_cs,med_isi,1.5623113913865496,0.6658,19-01-24_YC013_probe1,73,orange,68
261,PkC_cs,med_isi,2.1886351204232364,0.8557666666666667,19-01-24_YC013_probe1,415,orange,69
262,PkC_cs,med_isi,1.4865898526418093,0.6428333333333334,19-01-24_YC013_probe1,169,orange,70
263,PkC_ss,med_isi,-0.6031707558215347,0.009,20-07-21_DK206_probe1,41,blue,71
264,PkC_ss,med_isi,-0.6135014156793077,0.005866666666666667,20-07-21_DK206_probe1,61,blue,72
265,PkC_ss,med_isi,-0.6003133392651294,0.009866666666666666,20-07-21_DK206_probe1,110,blue,73
266,PkC_ss,med_isi,-0.6169083354196372,0.004833333333333334,20-07-21_DK206_probe1,124,blue,74
267,PkC_ss,med_isi,-0.593829201694825,0.011833333333333333,20-07-21_DK206_probe1,572,gray,75
268,PkC_cs,med_isi,1.4183965075168286,0.62215,20-07-21_DK206_probe1,42,orange,76
269,PkC_cs,med_isi,2.4121180653251675,0.9235500000000001,20-07-21_DK206_probe1,53,gray,77
270,PkC_cs,med_isi,1.7556266114910475,0.7244333333333334,20-07-21_DK206_probe1,91,orange,78
